	location_id	location_name
1907	3067	N'Chwaning II Mine, N'Chwaning Mines, Kuruman, Kalahari manganese field, Northern Cape, South Africa
1908	3068	N'Chwaning I Mine, N'Chwaning Mines, Kuruman, Kalahari manganese field, Northern Cape, South Africa
1909	3071	Wessels Mine, Hotazel, Kalahari manganese field, Northern Cape, South Africa
1910	19456	Serra Negra deposit, São João da Serra Negra, Patrocínio, Minas Gerais, Brazil
1911	1897	Daniel Mine, Neustädtel, Schneeberg, Erzgebirge District, Saxony, Germany
1912	17579	Messel Mine, Messel, Darmstadt, Hesse, Germany
1913	7173	Interstate 290/Interstate 495 interchange road cuts, Marlborough, Middlesex Co., Massachusetts, USA
1914	16897	Potosi Barite District, Washington Co., Missouri, USA
1915	7176	Julcani District, Angaraes Province, Huancavelica, Peru
1916	105482	Wampen, Thiersheim, Marktredwitz, Wunsiedel in Fichtelgebirge, Upper Franconia, Bavaria, Germany
1917	23563	Telecchio, Trebbia Valley, Piacenza Province, Emilia-Romagna, Italy
1918	3085	Rössing Uranium Mine, Arandis, Erongo Region, Namibia
1919	11437	Gouverneur Mine, Fowler, St. Lawrence Co., New York, USA
1920	26371	Barbouilleurs mines, Dumbéa Commune, Southern Province, New Caledonia, France
1921	3091	Palabora mine, Loolekop, Phalaborwa, Limpopo, South Africa
1922	23572	Juazeiro, Bahia, Brazil
1923	23573	Richmond, Chittenden Co., Vermont, USA
1924	23574	Ambatofotsy pegmatite, Mahavelona, Soavinandriana, Itasy, Madagascar
1925	16900	Springfield, Lane Co., Oregon, USA
1926	156271	Skardu District, Gilgit-Baltistan, Pakistan
1927	7196	Coombs Quarries, Bowdoin, Sagadahoc Co., Maine, USA
1928	3101	Los Serranos Quarry, Albatera, Alicante, Valencian Community, Spain
1929	7198	Sinerechenskoe skarn occurrence, Primorsky Krai, Russia
1930	16901	Itinga, Minas Gerais, Brazil
1931	106352	Capelinha, Minas Gerais, Brazil
1932	7202	West Comet Mine, Dundas mineral field, Zeehan district, West Coast municipality, Tasmania, Australia
1933	3107	Teruel, Aragón, Spain
1934	3108	Emilio Mine, Loroñe, Obdulia vein, Colunga District, Caravia mining area, Asturias, Spain
1935	518	Great Bear Lake, Mackenzie District, Northwest Territories, Canada
1936	31784	Wadley, Catorce Municipality, San Luis Potosí, Mexico
1937	7209	Serra da Mangabeira, Paramirim, Bahia, Brazil
1938	3115	Almadén Mine, Almadén, Almadén District, Ciudad Real, Castile-La Mancha, Spain
1939	23596	Nizhnii Tagil, Sverdlovsk Oblast, Russia
1940	7214	Rock Forest Quarry, Mallow, Co. Cork, Ireland
1941	7218	West Creek, Brooklyn Heights, Cuyahoga Co., Ohio, USA
1942	3123	Rio Tinto Mines, Minas de Riotinto, Huelva, Andalusia, Spain
1943	513	Giant Yellowknife Mine, Yellowknife, Mackenzie District, Northwest Territories, Canada
1944	4617	Gooderham area, Haliburton Co., Ontario, Canada
1945	11322	Aurangabad District, Maharashtra, India
1946	3131	Troya Mine, Mutiloa, Guipúzcoa, Basque Country, Spain
1947	16906	Droujba Mine, Djurkovo Complex, Laki, Laki Obshtina, Plovdiv Province, Bulgaria
1948	3134	Jaroso Ravine, Sierra Almagrera, Cuevas del Almanzora, Almería, Andalusia, Spain
1949	3936	Middle Moat Mountain locality, Hale's Location, Carroll Co., New Hampshire, USA
1950	11331	Volodarsk-Volynskii, Zhytomyr Oblast, Ukraine
1951	3142	Sri Lanka
1952	8033	Wells Fargo Mine, Huckleberry Mountain, Deer Trail & Cedar Canyon Districts, Huckleberry Range, Stevens Co., Washington, USA
1953	7240	Löhley, Üdersdorf, Daun, Vulkaneifel, Rhineland-Palatinate, Germany
1954	3145	Ratnapura, Ratnapura District, Sabaragamuwa Province, Sri Lanka
1955	7243	Korshunovskoye iron deposit, Zheleznogorsk, Irkutsk Oblast, Russia
1956	4060	Oregon, USA
1957	23630	Fognano, Montepulciano, Siena Province, Tuscany, Italy
1958	2287	Boleo District, Santa Rosalía, Mulegé Municipality, Baja California Sur, Mexico
1959	21791	Bjässhöjden, Hjulsjö, Hällefors, Örebro County, Sweden
1960	3154	Falun mine, Falun, Dalarna County, Sweden
1961	22371	Holzmühlental quarry, Flechtingen, Flechtinger Höhen, Haldensleben, Saxony-Anhalt, Germany
1962	19542	Big Bend, Kimberley, Grant Co., Oregon, USA
1963	3940	Chandlers Mill Quarry, Newport, Sullivan Co., New Hampshire, USA
1964	23055	Lobminggraben, St Stefan ob Leoben, Leoben, Styria, Austria
1965	3164	Västanå Iron Mine, Näsum, Bromölla, Skåne County, Sweden
1966	3167	Långban, Filipstad, Värmland County, Sweden
1967	7265	Gdansk City Co., Pomeranian Voivodeship, Poland
1968	3170	Sala Silver Mine, Sala, Västmanland County, Sweden
1969	3106	Gallo river, Molina de Aragón, Guadalajara, Castile-La Mancha, Spain
1970	3942	Palermo No. 1 Mine, Groton, Grafton Co., New Hampshire, USA
1971	4625	Southleigh Landfill Site, Havant, Hampshire, England, UK
1972	530	Town of Bancroft, Dungannon Township, Hastings Co., Ontario, Canada
1973	3182	Harstigen Mine, Pajsberg, Persberg ore district, Filipstad, Värmland County, Sweden
1974	3652	Leadville, Leadville District, Lake Co., Colorado, USA
1975	19573	San Calixto prospect, Cerro Huañaquino, Potosí, Bolivia
1976	3191	Ytterby, Resarö, Vaxholm, Stockholm County, Sweden
1977	19576	Utahlite claim, Utahlite Hill, Lucin, Lucin District, Pilot Range, Box Elder Co., Utah, USA
1978	25791	New Almaden District, Santa Cruz Mts, Santa Clara Co., California, USA
1979	22280	Partomchorr Mt., Khibiny Massif, Murmansk Oblast, Russia
1980	3197	Jakobsberg Mine, Jakobsberg ore field, Nordmark district, Filipstad, Värmland County, Sweden
1981	25792	Wentworth Field, Tri-State District, Newton Co., Missouri, USA
1982	8043	Marsco, Sligachan, Isle of Skye, Highland, Scotland, UK
1983	3204	Håkansboda, Lindesberg, Örebro County, Sweden
1984	3206	Hålsjöberg, Torsby, Värmland County, Sweden
1985	3207	Lengenbach Quarry, Fäld, Binn Valley, Valais, Switzerland
1986	3208	Gorb, Lercheltini area, Binn Valley, Valais, Switzerland
1987	19593	Gibellini Vanadium Project, Fish Creek Range, Gibellini District, Eureka Co., Nevada, USA
1988	3210	Wanni glacier - Scherbadung area, Kriegalp Valley, Binn Valley, Valais, Switzerland
1989	535	Cobalt area, Cobalt-Gowganda region, Timiskaming District, Ontario, Canada
1990	3213	Cavradi gorge, Curnera Valley, Tujetsch, Vorderrhein Valley, Grisons, Switzerland
1991	3653	Cornwall Mines, Cornwall Borough, Lebanon Co., Pennsylvania, USA
1992	3215	Tujetsch, Vorderrhein Valley, Grisons, Switzerland
1993	11459	Squaw Peak Mine, Squaw Peak District, Yavapai Co., Arizona, USA
1994	7317	Fengjiashan Mine, Daye Co., Huangshi, Hubei, China
1995	7318	Amatitlán, Zumpango del Rio Municipality, Guerrero, Mexico
1996	7319	La Sirena Mine, Guanajuato, Guanajuato Municipality, Guanajuato, Mexico
1997	7320	Russell Garnet Mine, Russell, Hampden Co., Massachusetts, USA
1998	7321	Neuschwaben Farm 73, Karibib, Erongo Region, Namibia
1999	7322	Naru island, Gotoh archipelago, Nagasaki, Japan
2000	7323	Sierra Blanca, White Mountain Wilderness, Sacramento Mountains, New Mexico, USA
2001	11421	Badlands, North Dakota, USA
2002	11423	Grenville-sur-la-Rouge, Argenteuil RCM, Laurentides, Québec, Canada
2003	11424	Galena, Picher Field, Tri-State District, Cherokee Co., Kansas, USA
2004	11425	Keweenaw Peninsula, Michigan, USA
2005	11427	Richmond Mine, Palmer, Marquette iron range, Marquette Co., Michigan, USA
2006	25891	Rocca Castellaccio, Ciappanico, Torre di Santa Maria, Malenco Valley, Valtellina, Sondrio Province, Lombardy, Italy
2007	11431	Berufjord, Djúpavogshreppur, Eastern Region, Iceland
2008	21762	Nang-Ao, Yilan Co., Taiwan Province, Taiwan
2009	23721	Sauschwart Mine, Neustädtel, Schneeberg, Erzgebirge District, Saxony, Germany
2010	3954	Paterson, Passaic Co., New Jersey, USA
2011	3246	Arusha Region, Tanzania
2012	2589	Mangualde, Viseu, Portugal
2013	76	Mineral Hill field, Condobolin district, Kennedy Co., New South Wales, Australia
2014	1907	Streuberg Quarry, Bergen, Bergen U deposit, Zobes-Bergen District, Vogtland, Saxony, Germany
2015	11445	Buckhorn Mine, Boundary Co., Idaho, USA
2016	19639	L'Huis-St Jacques, Nièvre, Bourgogne-Franche-Comté, France
2017	543	Rogers Mine, Huntingdon Township, Madoc area, Hastings Co., Ontario, Canada
2018	20229	Lincoln Co., North Carolina, USA
2019	17870	Mikhailovsky Quarry, Mikhailov, Ryazan Oblast, Russia
2020	11457	Reno, Washoe Co., Nevada, USA
2021	11458	Garnet Ledge, Wrangell, Wrangell Island, Wrangel City and Bourough, Alaska, USA
2022	3267	Kop Krom mine, Kop Daglari, Erzurum Province, Eastern Anatolia Region, Turkey
2023	11460	Madison, Jefferson Co., Indiana, USA
2024	123425	Chumar Bakhoor, Hunza Valley, Gilgit District, Gilgit-Baltistan, Pakistan
2025	11466	Eagle Picher Mine, Cardin, Picher Field, Tri-State District, Ottawa Co., Oklahoma, USA
2026	11467	Montgomery Co., Arkansas, USA
2027	3278	Santa Rita Mts, Pima Co., Arizona, USA
2028	3280	Foote Lithium Co. Mine, Kings Mountain District, Cleveland Co., North Carolina, USA
2029	3281	Ruggles Mine, Grafton, Grafton Co., New Hampshire, USA
2030	224200	La Bocona mine, Cerro las Minitas, Guadalupe Victoria Municipality, Durango, Mexico
2031	220373	Butte, Butte Mining District, Silver Bow Co., Montana, USA
2032	7383	North Pit, Dragon Cement Quarry, Thomaston, Knox Co., Maine, USA
2033	3289	Rocky Pass, Kuiu Island, Sitka, Alaska, USA
2034	11482	Little Haven, Telbenny, Pembrokeshire, Wales, UK
2035	11483	Lercheltini area, Binn Valley, Valais, Switzerland
2036	11484	Cameron, Cameron Mining District, Coconino Co., Arizona, USA
2037	3293	Arizona, USA
2038	11486	Borieva Mine, Madan ore field, Smolyan Province, Bulgaria
2039	11487	Chilas, Diamer District, Gilgit-Baltistan, Pakistan
2040	3296	Bisbee, Warren District, Mule Mts, Cochise Co., Arizona, USA
2041	11489	Konski dol deposit, Konski dol Mine, Madan ore field, Smolyan Province, Bulgaria
2042	1915	Artern, Unstrut valley, Thuringia, Germany
2043	3300	Campbell Mine, Bisbee, Warren District, Mule Mts, Cochise Co., Arizona, USA
2044	19686	Le Cayrou, Golinhac, Aveyron, Occitanie, France
2045	13521	Pugh Quarry, Weston, Wood Co., Ohio, USA
2046	3304	Lavender Open Pit Mine, Bisbee, Warren District, Mule Mts, Cochise Co., Arizona, USA
2047	204011	Boekenhoutshoek area, Mkobola, Nkangala District, Mpumalanga, South Africa
2048	23481	Quartz Tunnel, Van Silver Property, Brandywine Creek, Vancouver Mining Division, British Columbia, Canada
2049	3311	Defiance Mine, Costello Mine group, Gleeson, Turquoise District, Dragoon Mts, Cochise Co., Arizona, USA
2050	3312	Silver Bill Mine, Costello Mine group, Gleeson, Turquoise District, Dragoon Mts, Cochise Co., Arizona, USA
2051	3314	Tombstone, Tombstone District, Tombstone Hills, Cochise Co., Arizona, USA
2052	3966	Lone Pine Mine, Lone Pine Hill area, Wilcox District, Catron Co., New Mexico, USA
2053	3318	Copper Queen Mine, Queen Hill, Bisbee, Warren District, Mule Mts, Cochise Co., Arizona, USA
2054	11512	Shangbao Mine, Leiyang Co., Hengyang, Hunan, China
2055	3321	Gila Co., Arizona, USA
2056	3322	79 Mine, Chilito, Hayden area, Banner District, Dripping Spring Mts, Gila Co., Arizona, USA
2057	3323	Apache Mine, Radium, Burch area, Globe Hills, Globe Hills District, Globe-Miami District, Gila Co., Arizona, USA
2058	3326	Christmas Mine, Christmas, Christmas area, Banner District, Dripping Spring Mts, Gila Co., Arizona, USA
2059	1237	Wheal Boys, Port Isaac, St Endellion, Cornwall, England, UK
2060	20352	Montjovet, Aosta Valley, Italy
2061	3332	Grand Reef Mine, Laurel Canyon, Grand Reef Mountain, Klondyke, Santa Teresa Mts, Aravaipa District, Graham Co., Arizona, USA
2062	11525	Chywoon Quarry, Mabe, Cornwall, England, UK
2063	7430	Jardinera No. 1 Mine, Inca de Oro, Chañaral Province, Atacama, Chile
2064	3335	Iron Cap Mine, Landsman Camp, Aravaipa, Santa Teresa Mts, Aravaipa District, Graham Co., Arizona, USA
2065	11529	No. 6 Mine, Baia Sprie, Maramureș, Romania
2066	3338	Grand View Mine, Horseshoe Mesa, Grand Canyon, Coconino Co., Arizona, USA
2067	11479	Deep Navigation Colliery, Treharris, Merthyr Tydfil, Wales, UK
2068	11532	Tharsis, Alosno, Huelva, Andalusia, Spain
2069	3970	Organ District, Organ Mts, Doña Ana Co., New Mexico, USA
2070	11534	La Encontrada Mine, Molvizar, Granada, Andalusia, Spain
2071	11535	Krushev dol deposit, Krushev dol mine, Madan ore field, Smolyan Province, Bulgaria
2072	11538	Oficarsa Quarry, Carchelejo, Cárcheles, Jaén, Andalusia, Spain
2073	3348	Red Cloud Mine, Silver District, Trigo Mts, La Paz Co., Arizona, USA
2074	19733	Neer Road, Goble, Columbia Co., Oregon, USA
2075	11542	Puente Tablas, Jaén, Jaén, Andalusia, Spain
2076	11543	Imilchil, Er Rachidia Province, Drâa-Tafilalet, Morocco
2077	3352	Rowley Mine, Theba, Painted Rock District, Painted Rock Mts, Maricopa Co., Arizona, USA
2078	11545	Herculano Mine, El Puntal, Campos de golf area, Atamaría, Sierra Minera de Cartagena-La Unión, Cartagena, Murcia, Spain
2079	11546	La Florina workings, Gloria 2a Mine, Cardenchosa, Hornachuelos, Córdoba, Andalusia, Spain
2080	11547	Resuperferolitica Mine, Minas Viejas, Santa Eufemia, Córdoba, Andalusia, Spain
2081	11548	Quien Tal Pensara Mine, Pilar de Jaravia, Pulpí, Almería, Andalusia, Spain
2082	245021	Bandaksli Mo Mines, Bandaksli, Tokke, Telemark, Norway
2083	11550	Teresita Mine, Atamaría, Sierra Minera de Cartagena-La Unión, Cartagena, Murcia, Spain
2084	11551	La Cabrera, Community of Madrid, Spain
2085	11552	La Parajola Mine, Algameca, Algameca Chica, Cartagena, Murcia, Spain
2086	3361	Mineral Park Mine, Mineral Park, Mineral Park District, Wallapai District, Cerbat Mts, Mohave Co., Arizona, USA
2087	253218	Parham occurrence, Olden Township, Frontenac Co., Ontario, Canada
2088	11555	El Pedroso, Seville, Andalusia, Spain
2089	11556	Lola Mine, El Pino, El Gorguel, Sierra Minera de Cartagena-La Unión, Cartagena, Murcia, Spain
2090	11557	Salar de Miraje, El Loa Province, Antofagasta, Chile
2091	11558	Catón Mine, Barranco Los Pajaritos-Cabezo de Don Juan, Llano del Beal, Sierra Minera de Cartagena-La Unión, Cartagena, Murcia, Spain
2092	227067	Great Wheal Prosper China Stone Quarry, Hendra Downs, St Dennis, Cornwall, England, UK
2093	11560	Taza, Taza Province, Fès-Meknès, Morocco
2094	3369	Ajo, Little Ajo Mts, Ajo District, Pima Co., Arizona, USA
2095	3370	New Cornelia Mine, Ajo, Little Ajo Mts, Ajo District, Pima Co., Arizona, USA
2096	11563	Gujar Killi Valley deposit, Swat District, Khyber Pakhtunkhwa, Pakistan
2097	3372	Old Yuma Mine, Saguaro National Monument, Amole District, Tucson Mts, Pima Co., Arizona, USA
2098	11565	No. 5 Mine, Baia Sprie, Maramureș, Romania
2099	11485	Llwyn-saer Mine, Llantrisant, Rhondda Cynon Taf, Wales, UK
2100	3377	Ray Mine, Scott Mountain, Mineral Creek District, Dripping Spring Mts, Pinal Co., Arizona, USA
2101	73010	Ialamitana Pegmatites, Sahanivotry Manandona, Antsirabe II, Vakinankaratra, Madagascar
2102	3380	Mammoth-Saint Anthony Mine, St. Anthony deposit, Tiger, Mammoth District, Pinal Co., Arizona, USA
2103	11573	Emerald Creek, Latah Co., Idaho, USA
2104	3382	Quartzite Mountain, Stanley District, Santa Teresa Mts, San Carlos Indian Reservation, Graham Co., Arizona, USA
2105	3383	Glove Mine, Glove Mine group, Cottonwood Canyon, Tyndall District, Santa Rita Mts, Santa Cruz Co., Arizona, USA
2106	3384	Washington Camp-Duquesne District, Patagonia District, Patagonia Mts, Santa Cruz Co., Arizona, USA
2107	27188	Luis Lopez Manganese District, Socorro Co., New Mexico, USA
2108	3386	Silver Hill Mine group, Silver Hill, Silver Hill District, Waterman District, Waterman Mts, Pima Co., Arizona, USA
2109	3387	Crystal Peak area, Park Co., Colorado, USA
2110	11580	Crystal Springs, Garland Co., Arkansas, USA
2111	11581	Baxter Springs, Picher Field, Tri-State District, Cherokee Co., Kansas, USA
2112	26373	Tepustete Ranch, Álamos, Álamos Municipality, Sonora, Mexico
2113	11584	Manhattan District, Toquima Range, Nye Co., Nevada, USA
2114	13536	McKinley Co., New Mexico, USA
2115	11586	Rinsey Cove, Rinsey, Breage, Cornwall, England, UK
2116	11587	Round Mountain Mine, Round Mountain, Round Mountain, Round Mountain District, Toquima Range, Nye Co., Nevada, USA
2117	11588	New Mexico Mine, Batopilas, Andres del Rio District, Batopilas Municipality, Chihuahua, Mexico
2118	11589	Ruda Barza, Brad, Hunedoara, Romania
2119	11590	Turț Mine, Turț, Negrești-Oaș, Oaș Mts, Satu Mare, Satu Mare, Romania
2120	19783	Cianciana, Agrigento Province, Sicily, Italy
2121	3401	Puzzler Mine, Adams Mine group, Kofa Game Range, Castle Dome District, Castle Dome Mts, Yuma Co., Arizona, USA
2122	20299	Manapa pegmatite Field, Anosiarivo Manapa, Betafo, Vakinankaratra, Madagascar
2123	3404	Avant, Garland Co., Arkansas, USA
2124	3406	Black Rock, Lawrence County Zinc District, Lawrence Co., Arkansas, USA
2125	3407	Magnet Cove, Hot Spring Co., Arkansas, USA
2126	11600	Pwll Du Head, Bishopston, Swansea, Wales, UK
2127	3410	Diamond Jo Quarry, Magnet Cove, Hot Spring Co., Arkansas, USA
2128	25827	Altavilla Quarry, Altavilla Vicentina, Vicenza Province, Veneto, Italy
2129	18318	Lutz Quarry, Oshkosh, Winnebago Co., Wisconsin, USA
2130	3414	Mauldin Mountain Quarries, Mauldin Mt., Montgomery Co., Arkansas, USA
2131	15703	Kleeberg Quarry, Lengerich, Steinfurt, Münsterland, North Rhine-Westphalia, Germany
2132	11609	La Cabaña, Berbes Mining area, Ribadesella, Asturias, Spain
2133	3423	Union Carbide Mine, Wilson Springs, Garland Co., Arkansas, USA
2134	1887	Johanngeorgenstadt, Johanngeorgenstadt mining district, Erzgebirge District, Saxony, Germany
2135	2569	Machów mine, Tarnobrzeg City Co., Subcarpathian Voivodeship, Poland
2136	11623	Poiana Ruscă Mts, Caraş-Severin, Romania
2137	11624	Aurum Mine, Aurum ore deposit, Săsar-Valea Roșie mining area, Baia Mare, Maramureș, Romania
2138	14671	San Miguel de Allende Municipality, Guanajuato, Mexico
2139	7534	Middleville, Town of Newport, Herkimer Co., New York, USA
2140	7536	"Woodland Road ""Ridge Road"" construction site, Southborough, Worcester Co., Massachusetts, USA"
2141	7538	Tole, Wana, South Waziristan, Khyber Pakhtunkhwa, Pakistan
2142	3447	New Melones Dam, West Belt, Calaveras Co., California, USA
2143	8084	Pen-Shan Ore Body, Chinkuashih Mine, Ruifang District, New Taipei City, Taiwan Province, Taiwan
2144	3450	Death Valley, San Bernardino Co., California, USA
2145	3452	Del Norte Co., California, USA
2146	21818	Erongo Mountain, Karibib, Erongo Region, Namibia
2147	3454	El Dorado Co., California, USA
2148	23937	Viburnum Trend District, Missouri, USA
2149	3462	Inyo Co., California, USA
2150	11572	Bingham District, Oquirrh Mts, Salt Lake Co., Utah, USA
2151	3466	Darwin, Darwin District, Darwin Hills, Inyo Co., California, USA
2152	8087	Sounion area, Lavrion District Mines, Lavreotiki, East Attica, Attica, Greece
2153	3469	Billie Mine, Ryan, Furnace Creek District, Inyo Co., California, USA
2154	21741	Liscombe Deposit, Lot 34/35, Concession 15, Monmouth Township, Haliburton Co., Ontario, Canada
2155	3992	Socorro Co., New Mexico, USA
2156	7571	Morocco
2157	19860	Ross Mine, Berne, Custer District, Custer Co., South Dakota, USA
2158	1262	St Ives Consols, St Ives, Cornwall, England, UK
2159	7574	Ankazobe District, Analamanga, Madagascar
2160	3479	Thompson Mine, Darwin Mine, Darwin, Darwin District, Darwin Hills, Inyo Co., California, USA
2161	105880	Basalt quarry, Těchlovice, Děčín District, Ústí nad Labem Region, Czech Republic
2162	2298	Aquiles Serdán Municipality, Chihuahua, Mexico
2163	25839	Deutschlandschacht Mine, Oelsnitz, Zwickau, Saxony, Germany
2164	3484	U.S. Borax open pit, U.S. Borax Mine, Kramer Borate deposit, Boron, Kramer District, Kern Co., California, USA
2165	11300	Jeremias Glück Mine, Garnsdorf, Saalfeld, Saalfeld-Rudolstadt, Thuringia, Germany
2166	7586	Antsiriky, Tuléar Province, Madagascar
2167	7587	Thetford Mines, Les Appalaches RCM, Chaudière-Appalaches, Québec, Canada
2168	9118	Swan Hill, Swan Hill Rural City, Victoria, Australia
2169	11690	Penarth beach, Penarth, Vale of Glamorgan, Wales, UK
2170	2631	Kerch Peninsula, Crimea, Russia
2171	5572	Calumet Mine, Turret District, Chaffee Co., Colorado, USA
2172	21939	Cerro Platano, Xaltianguis, Guerrero, Mexico
2173	8093	State of Maine Mine, Tombstone District, Tombstone Hills, Cochise Co., Arizona, USA
2174	4464	Tyrone Mine, Tyrone Area, Burro Mountains District, Grant Co., New Mexico, USA
2175	12119	Jonas mine, Conselheiro Pena, Minas Gerais, Brazil
2176	26031	St Georg Mine, Schneeberg, Erzgebirge District, Saxony, Germany
2177	3510	Champion Mine, White Mountain Peak, White Mts, Mono Co., California, USA
2178	7607	Mundo Nuevo Mine, Mundo Nuevo, Huamachuco, Sanchez Carrion Province, La Libertad, Peru
2179	21121	Pajsberg, Persberg ore district, Filipstad, Värmland County, Sweden
2180	1769	Hagendorf South Pegmatite, Hagendorf, Waidhaus, Upper Palatinate, Bavaria, Germany
2181	7611	Val d'Isère, Savoie, Auvergne-Rhône-Alpes, France
2182	7613	Santa Rosa mine, Itambacuri, Minas Gerais, Brazil
2183	1269	Botallack Mine, Botallack, St Just, Cornwall, England, UK
2184	2635	Dalnegorsk, Dalnegorsk Urban District, Primorsky Krai, Russia
2185	7622	Avrorinskii Placer, Aktai River, Baranchinsky Massif, Nizhnii Tagil, Sverdlovsk Oblast, Russia
2186	15815	Rudolph Shaft, Lauta, Marienberg District, Erzgebirge District, Saxony, Germany
2187	14942	Topaz Mountain, Thomas Range, Juab Co., Utah, USA
2188	2636	1st Sovetskii Mine, Dalnegorsk, Dalnegorsk Urban District, Primorsky Krai, Russia
2189	7626	Bad Schlema, Erzgebirge District, Saxony, Germany
2190	3531	California State Gem Mine, Santa Rita Peak, New Idria District, Diablo Range, San Benito Co., California, USA
2191	19916	Nestucca River Quarry, Beaver, Tillamook Co., Oregon, USA
2192	18339	Dug Hill, Avant, Garland Co., Arkansas, USA
2193	1618	Torr Works Quarry, Cranmore, Mendip, Somerset, England, UK
2194	3541	San Bernardino Co., California, USA
2195	11753	Universal Colliery, Senghenydd, Caerphilly, Wales, UK
2196	234	132 North Ni Mine, Widgiemooltha, Coolgardie Shire, Western Australia, Australia
2197	3551	Searles Lake, San Bernardino Co., California, USA
2198	1482	Milltown Quarry, Milltown, Ashover, Derbyshire, England, UK
2199	11575	Cape Split, Bay of Fundy, Kings Co., Nova Scotia, Canada
2200	64763	Tieshan Fe-Cu deposit, Tieshan District, Huangshi, Hubei, China
2201	11750	Penllwyngwent Colliery, Wyndham, Bridgend, Wales, UK
2202	3559	Himalaya Mine, Gem Hill, Mesa Grande District, San Diego Co., California, USA
2203	3560	Pala District, San Diego Co., California, USA
2204	3561	Little Three Mine, Ramona, Ramona District, San Diego Co., California, USA
2205	3562	Stewart Mine, Tourmaline Queen Mountain, Pala, Pala District, San Diego Co., California, USA
2206	11755	Ferndale Pits, Tylorstown, Rhondda Cynon Taf, Wales, UK
2207	3564	Tourmaline Queen Mine, Tourmaline Queen Mountain, Pala, Pala District, San Diego Co., California, USA
2208	3566	Soda Lake, Carrizo Plain, San Luis Obispo Co., California, USA
2209	25853	Masvingo, Masvingo, Zimbabwe
2210	19953	Old Springfield Butte Quarry, Springfield, Lane Co., Oregon, USA
2211	44535	Palelni mine, Khetchel village, Molo quarter, Momeik Township, Kyaukme District, Shan State, Myanmar
2212	1892	Walpurgis Flacher vein, Weißer Hirsch Mine, Neustädtel, Schneeberg, Erzgebirge District, Saxony, Germany
2213	6393	Roger quarries, João Pessoa, Paraíba, Brazil
2214	7676	Tanner Boy Mine, Mount Bross, Alma District, Park Co., Colorado, USA
2215	7677	Crystal Creek, Crystal Peak, Teller Co., Colorado, USA
2216	11576	Rattlesnake Butte, Jackson Co., South Dakota, USA
2217	7680	LCA Mine, Bessemer City, Gaston Co., North Carolina, USA
2218	7681	Fonte del Prete, San Piero in Campo, Campo nell'Elba, Elba Island, Livorno Province, Tuscany, Italy
2219	7682	Bulochi, Astor valley, Astore District, Gilgit-Baltistan, Pakistan
2220	7683	Miage Glacier, Veny Valley, Monte Bianco Massif, Courmayeur, Aosta Valley, Italy
2221	7684	Grindelwald, Grindelwald Valley, Bern, Switzerland
2222	7685	Gneiss quarries, Arvigo, Calanca, Calanca Valley, Moesa, Mesolcina Valley, Grisons, Switzerland
2223	7686	Zermatt - Saas Fee area, Valais, Switzerland
2224	130567	Gletsch, Furka pass area, Goms, Valais, Switzerland
2225	3593	Nederland District, Boulder Co., Colorado, USA
2226	12408	Diopsidrinne, Ochsner-Rotkopf massif, Zemmgrund, Zillertal, North Tyrol, Tyrol, Austria
2227	4695	Carsaig Bay, Carsaig, Isle of Mull, Argyll and Bute, Scotland, UK
2228	3597	Mt Antero, Chaffee Co., Colorado, USA
2229	73232	Maoniuping Mine, Mianning Co., Liangshan, Sichuan, China
2230	7698	Fat Jack Mine, Lane Mountain, Crown King, Pine Grove District, Bradshaw Mts, Yavapai Co., Arizona, USA
2231	12395	Picher Field, Tri-State District, Ottawa Co., Oklahoma, USA
2232	529	Atikokan area, Rainy River District, Ontario, Canada
2233	7702	Batalha mine, São José da Batalha, Salgadinho, Borborema mineral province, Paraíba, Brazil
2234	11524	Roata Mine, Cavnic, Maramureș, Romania
2235	3610	Bulldog Mountain Mine, Creede District, Mineral Co., Colorado, USA
2236	3611	Cripple Creek District, Teller Co., Colorado, USA
2237	3079	Perth Mine, Kalahari manganese field, Northern Cape, South Africa
2238	7709	Melissa Mine, Silver District, Trigo Mts, La Paz Co., Arizona, USA
2239	3615	Rico Argentine Mine, Silver Creek, Rico District, Dolores Co., Colorado, USA
2240	3616	Gilman District, Eagle Co., Colorado, USA
2241	69153	Jocão pegmatite, Conselheiro Pena, Minas Gerais, Brazil
2242	3618	Crystal Park, El Paso Co., Colorado, USA
2243	11526	Tregarden Quarry, Luxulyan, Cornwall, England, UK
2244	3622	St Peters Dome, Cheyenne District, El Paso Co., Colorado, USA
2245	11816	Britannic Merthyr Colliery, Gilfach Coch, Rhondda Cynon Taf, Wales, UK
2246	3627	Eagle Mine, Gilman, Gilman District, Eagle Co., Colorado, USA
2247	26035	Callenberg North open cut, Callenberg, Glauchau, Zwickau, Saxony, Germany
2248	3630	Sunnyside Mine group, Bonita Peak, Gladstone, Eureka District, San Juan Co., Colorado, USA
2249	9941	Aurora Mine, Areponapuchic, Bocoyna Municipality, Chihuahua, Mexico
2250	7731	Chalk Mountain Mine, Chalk Mountain, Chalk Mountain District, Churchill Co., Nevada, USA
2251	28213	Piesky, Špania Dolina, Banská Bystrica Co., Banská Bystrica Region, Slovakia
2252	7739	Terry Fork, Madison Co., North Carolina, USA
2253	11530	La Viesca Mine, Huergo, La Collada mining area, Siero, Asturias, Spain
