,mineral_id,mineral_name
1129,1755,Grossular
1130,1695,Giniite
1131,3805,Strontianite
1132,945,Chalcosiderite
1133,3810,Strunzite
1134,11379,Nickelschneebergite
1135,3366,Rapidcreekite
1136,1766,Gudmundite
1137,1767,Guérinite
1138,3817,Sturmanite
1139,1771,Guilleminite
1140,46829,Wampenite
1141,3822,Sugilite
1142,3826,Sulphur
1143,3027,Ericssonite-2O
1144,2686,Metastibnite
1145,1784,Gypsum
1146,3833,Susannite
1147,1787,Goyazite
1148,3836,Svabite
1149,3837,Svanbergite
1150,6879,Clinocervantite
1151,640,Berthierite
1152,2700,Meymacite
1153,4395,Zeolite Group
1154,4054,Tungstite
1155,1798,Hainite-(Y)
1156,3848,Switzerite
1157,3849,Sylvanite
1158,3031,Orthoserpierite
1159,1804,Halite
1160,3853,Synchysite-(Ce)
1161,3855,Synchysite-(Y)
1162,1808,Halloysite
1163,1809,Halotrichite
1164,1811,Hambergite
1165,3470,Rößlerite
1166,1815,Hanksite
1167,3864,Tacharanite
1168,1668,Gehlenite
1169,1820,Harmotome
1170,1822,Harstigite
1171,4364,Yofortierite
1172,3875,Talc
1173,3876,Talmessite
1174,29318,Osumilite Group
1175,3878,Tamarugite
1176,1831,Hauerite
1177,1832,Hausmannite
1178,1833,Haüyne
1179,3882,Tantalite
1180,1834,Hawleyite
1181,3885,Tanzanite
1182,1838,Haynesite
1183,1840,Hectorfloresite
1184,1842,Hedenbergite
1185,1843,Hedleyite
1186,3892,Tarbuttite
1187,3893,Plumboan Aragonite
1188,1357,Eglestonite
1189,3895,Tausonite
1190,3062,Pahasapaite
1191,1853,Hellyerite
1192,7998,Black Opal
1193,1855,Helvine
1194,1856,Hematite
1195,1857,Hematolite
1196,3906,Tellurium
1197,3907,Tellurobismuthite
1198,1860,Hemimorphite
1199,3911,Tennantite
1200,3912,Tenorite
1201,3913,Tephroite
1202,1866,Henmilite
1203,3613,Seligmannite
1204,8018,Petrified Wood
1205,11019,Fassaite
1206,3924,Tetrahedrite
1207,1877,"""Herkimer-style"" Quartz"
1208,3928,Tetrawickmanite
1209,1882,Hessonite
1210,6799,Alumoklyuchevskite
1211,3933,Thaumasite
1212,1887,Heterosite
1213,1889,Heulandite subgroup
1214,2561,Mandarinoite
1215,3941,Thomsonite-Ca
1216,3729,Spinel
1217,3944,Thorianite
1218,3945,Thorikosite
1219,3946,Thorite
1220,1899,Hidalgoite
1221,3794,Stolzite
1222,4837,Plumosite
1223,7173,Mcalpineite
1224,7403,Parisite
1225,3960,Tiger's Eye
1226,3962,Tilasite
1227,3963,Tile ore
1228,3967,Tincalconite
1229,2246,Kombatite
1230,1921,Hollandite
1231,1922,Hollingworthite
1232,1923,Holmquistite
1233,2519,Manganite
1234,4417,Zinkenite
1235,405,Astrophyllite
1236,3977,Titanite
1237,1930,Hornblende
1238,3982,Tlalocite
1239,3983,Tlapallite
1240,3986,Tochilinite
1241,1940,Hübnerite
1242,610,Bellbergite
1243,872,Camérolaite
1244,2997,Onoratoite
1245,1946,Humboldtine
1246,7151,Leisingite
1247,3996,Topaz
1248,3997,Torbernite
1249,325,Arfvedsonite
1250,1952,Hureaulite
1251,2032,Ingersonite
1252,1954,Hutchinsonite
1253,4003,Tourmaline
1254,1958,Hydroxylellestadite
1255,1959,Opal-AN
1256,1960,Hyalophane
1257,4009,Trechmannite
1258,1962,Hydroxylherderite
1259,4011,Tremolite
1260,4013,Trögerite
1261,8110,Imperial Topaz
1262,4015,Tridymite
1263,4356,Ye'elimite
1264,1969,Hydrocerussite
1265,6885,Cobaltlotharmeyerite
1266,1979,Hydromagnesite
1267,4030,Trolleite
1268,10175,Dashkovaite
1269,331,Argyrodite
1270,4037,Tschernichite
1271,4040,Tsumebite
1272,1993,Hydrozincite
1273,2039,Iquiqueite
1274,1997,Hannebachite
1275,333,Arhbarite
1276,2001,Ice
1277,30371,Unnamed (Mcgovernite-like mineral 2)
1278,6101,Polianite
1279,2006,Iimoriite-(Y)
1280,3065,Palenzonaite
1281,4056,Tunisite
1282,2724,Minyulite
1283,4060,Turquoise
1284,2013,Ilmenite
1285,2015,Ilsemannite
1286,2016,Ilvaite
1287,2020,Imiterite
1288,4070,Tyrolite
1289,4072,Tyuyamunite
1290,2027,Indicolite
1291,2030,Indium
1292,2031,Inesite
1293,6128,Rock Crystal
1294,6129,Milky Quartz
1295,4085,Ulexite
1296,4086,Ullmannite
1297,1705,Gladite
1298,4436,Zwieselite
1299,4093,Umohoite
1300,2046,Iriginite
1301,2047,Iron
6,4112,Uranosphaerite
14,34,Aerinite
15,37,Aeschynite-(Ce)
26,4151,Vanthoffite
27,4152,Vanuralite
28,57,Agrellite
29,59,Aguilarite
32,63,Aikinite
36,4170,Vermiculite
37,4171,Vernadite
38,4174,Vertumnite
41,4177,Vigezzite
46,93,Alamosite
49,4199,Voglite
51,4201,Volkonskoite
52,4203,Voltaite
55,4212,Vuagnatite
57,4216,Vuonnemite
58,122,Allactite
62,4225,Wad
64,4232,Wakabayashilite
69,147,Altaite
70,4244,Warikahnite
73,157,Alumohydrocalcite
74,4255,Weeksite
75,162,Alunogen
77,2758,Monohydrocalcite
78,4265,Wellsite
80,4269,Wenkite
83,181,Native Amalgam
84,4278,Whiteite-(CaMnMg)
87,4282,Wickenburgite
89,189,Amblygonite
91,197,Amesite
93,4297,Winstanleyite
108,4321,Wyllieite
117,2771,Montroydite
119,4347,Xanthoxenite
121,254,Anthophyllite
122,4352,Yanomamite
125,4359,Yedlinite
126,265,Polybasite-Tac
128,272,Apachite
129,28945,Gjerdingenite-Na
132,4378,Yuksporite
136,4386,Zapatalite
138,4390,Zektzerite
139,4392,Zemannite
140,299,Argentopyrite
141,4396,Zeophyllite
145,4405,Zinc
146,312,Arsenolamprite
148,10975,Argentiferous Galena
149,4414,Zincrosasite
152,4420,Zippeite
158,2787,Mosandrite-(Ce)
160,2789,Moschellandsbergite
164,61,Ahlfeldite
165,372,Arsentsumebite
168,8574,Satin Spar Gypsum
170,384,Asbolane
171,388,Ashburtonite
172,389,Ashcroftine-(Y)
175,404,Astrocyanite-(Ce)
178,407,Atelestite
179,2799,Mozartite
180,416,Aubertite
185,4106,Uranophane-β
186,7582,Charmarite
187,439,Awaruite
188,29118,Fluor-schorl
192,459,Barian Celestine
194,10318,Pillaite
198,484,Bahianite
199,490,Bakerite
200,492,Balangeroite
201,8688,Bournonite-Seligmannite Series
203,506,Bandylite
205,516,Barbosalite
206,533,Barnesite
209,546,Barysilite
211,6919,Esperanzaite
212,557,Bassanite
214,6920,Faujasite-Ca
215,563,Bastnäsite
216,564,Bastonite
217,9507,Marble
218,572,Baumhauerite
219,575,Bauxite
223,582,Bayleyite
226,591,Beaverite-(Cu)
232,2834,Namansilite
233,623,Benavidesite
235,6931,Ferrierite-Mg
237,629,Berborite
239,633,Berlinite
240,634,Bermanite
241,11029,Feklichevite
248,654,Beyerite
249,664,Bieberite
250,665,Bismutomicrolite (of Hogarth 1977)
254,4114,Uranothorianite
255,29347,Unnamed (Gordaite-related Ca-Zn Sulphate Chloride Hydrate)
257,681,Bischofite
258,682,Bismite
259,683,Bismoclite
264,690,Red Beryl
267,701,Bobierrite
268,703,Bøggildite
269,704,Boggsite
270,707,Böhmite
275,804,Burckhardtite
277,733,Botryogen
282,8940,Childrenite-Eosphorite Series
283,749,Brackebuschite
284,752,Braitschite-(Ce)
286,755,Brannockite
287,757,Braunite
288,759,Bravoite
290,127,Allanite-(Y)
292,765,Ferroan Magnesite
294,8965,Enstatite-Ferrosilite Series
295,775,Britholite-(Ce)
300,800,Bultfonteinite
301,8996,Crocidolite
302,805,Burkeite
308,827,Calcioburbankite
310,4235,Walentaite
312,6967,Georgbokiite
314,45907,Favreauite
320,869,Calomel
321,870,Calumetite
323,876,Campigliaite
325,2877,Nenadkevichite
327,883,Cannizzarite
328,884,Cannonite
331,894,Carbonatecyanotrichite
333,898,Carletonite
334,899,Carlfriesite
335,903,Carlosturanite
337,906,Carnallite
338,907,Carnotite
339,6978,Grattarolaite
341,912,Caryinite
347,930,Ceriopyrochlore (of Hogarth 1977)
352,939,Cesàrolite
363,963,Chalcocyanite
364,966,Chambersite
366,970,Chapmanite
367,972,Charoite
371,982,Chlorothionite
373,986,Chenevixite
375,991,Chernikovite
379,6993,Heyrovskýite
380,1002,Chiavennite
382,1006,Chiolite
383,25587,Anorthominasragrite
384,25588,Goldquarryite
385,1013,Chlorapatite
389,2598,Matulaite
390,39765,Georgerobinsonite
391,1026,Choloalite
395,1036,Chromite
398,1043,Chudobaite
403,1056,Clairite
404,25633,Tokyoite
405,1058,Claringbullite
408,1067,Clinobisvanite
409,1068,Clinochalcomenite
413,1075,Clinohedrite
414,25652,Pezzottaite
415,1080,Mimetite-M
418,1092,Cobaltomenite
419,182,Amarantite
424,1106,Coffinite
426,1109,Collinsite
427,1110,Coloradoite
428,1111,Colquiriite
429,25689,Hartite
431,1118,Congolite
433,25696,Nevadaite
437,1126,Coquimbite
439,1130,Corkite
445,1139,Cosalite
450,1149,Creaseyite
453,1153,Crichtonite
455,9348,Soapstone
462,1177,Cuprobismutite
463,1183,Cuprian Descloizite
464,4294,Willhendersonite
467,5293,Bronzite
468,1199,Cuzticite
469,1200,Cyanochroite
470,6991,Heulandite-Sr
471,1202,Cualstibite-1M
476,1212,Dachiardite
477,1213,Dadsonite
481,1229,Daubréeite
484,1238,Davyne
486,1951,Huntite
490,1263,Derbylite
491,1264,Derriksite
492,1266,Desautelsite
495,1273,Dewindtite
496,2943,Nullaginite
502,1289,Dietrichite
505,1298,Dixenite
506,7043,Zincgartrellite
507,1302,Dolerophanite
509,7044,Rappoldite
510,1306,Domeykite
511,1309,Donnayite-(Y)
514,1319,Dresserite
516,1324,Dufrénoysite
519,7048,Lemmleinite-K
521,1332,Durangite
522,1333,Duranusite
523,1334,Dussertite
525,4319,Wyartite
528,1343,Eakerite
531,1355,Efremovite
539,1374,Emeleusite
543,1379,Empressite
551,1393,Epsomite
554,1404,Ernstite
557,1408,Erythrosiderite
558,1412,Esperite
559,7062,Belloite
561,1416,Euchlorine
562,1417,Euchroite
564,1419,Eucryptite
568,1429,Ewaldite
569,1431,Ezcurrite
571,1435,Faheyite
572,3992,Tombarthite-(Y)
575,1444,Falcondoite
576,42410,Hilarionite
577,1452,Fangite
582,1469,Fedotovite
585,4342,Xocomecatlite
587,1483,Fernandinite
588,42445,Lamprophyllite Group
590,1496,Ferrimolybdite
593,1511,Ferrobustamite
595,1516,Ferro-glaucophane
596,1517,Ferrohexahydrite
598,1522,Ferrokësterite
601,1531,Tapiolite-(Fe)
602,2986,Olmsteadite
603,7765,Maskelynite
605,39169,Chalcodite
607,1550,Fingerite
608,1551,Finnemanite
610,1558,Flinkite
613,1561,Florencite-(La)
614,4280,Whitlockite
615,1566,Fluoborite
618,4144,Vandenbrandeite
622,1588,Fraipontite
626,1600,Fransoletite
629,1607,Fresnoite
632,1622,Furutobeite
638,1634,Gaidonnayite
641,1644,Gallite
642,1649,Ganophyllite
643,1651,Garnet Supergroup
644,1654,Gartrellite
645,9847,Randite
646,1656,Gasparite-(Ce)
647,1657,Gaspéite
648,1670,Geikielite
649,1673,Genthelvite
650,1675,Georgechaoite
651,1680,Gerhardtite
654,1691,Gilalite
655,1694,Gillulyite
656,1699,Girdite
658,5805,Lodestone
659,1710,Glauconite
662,1715,Gobbinsite
663,1717,Godovikovite
664,1718,Goedkenite
667,1721,Goldfieldite
668,1722,Goldichite
669,1723,Goldmanite
671,1725,Gonyerite
673,1727,Gorceixite
675,1732,Goudeyite
676,4385,Zanazziite
679,46798,Cyprine
683,1756,Groutite
684,1758,Grunerite
685,42724,Tangdanite
688,1770,Guildite
689,1774,Gummite
692,1786,Gysinite-(Nd)
695,1797,Haidingerite
697,1802,Haiweeite
702,1812,Hammarite
703,26392,Larisaite
704,1818,Hardystonite
707,1826,Hatchettite
708,1830,Hauckite
709,26407,Jaspillite
713,26417,Alsakharovite-Zn
715,26419,Hapkeite
716,1846,Heidornite
717,1848,Heinrichite
718,1849,Hejtmanite
721,1859,Hemihedrite
723,1864,Hendricksite
725,26443,Ansermetite
726,1869,Hentschelite
728,1881,Hessite
730,1883,Hetaerolite
733,1890,Hewettite
734,1892,Hexahydroborite
735,1898,Hibschite
737,1902,Hilgardite
738,1908,Hinsdalite
739,1909,Hiortdahlite
740,1910,Hisingerite
743,1924,Holtedahlite
744,26933,Withamite
746,1929,Hongshiite
748,1936,Howlite
759,3058,Pachnolite
762,1983,Hydroniumjarosite
763,1990,Hydroxycancrinite
766,1998,Henryite
767,1999,Hopeite
768,2000,Ianthinite
770,2009,Ilesite
774,2019,Imhofite
775,26600,Herbertsmithite
779,38898,Adranosite-(Fe)
780,2037,Iodargyrite
781,2038,Iowaite
782,2040,Iranite
789,2071,Jamesite
791,2074,Janhaugite
792,2076,Jarlite
796,2082,Jasper
797,2084,Jeanbandyite
798,2085,Jeffersonite
801,2091,Jeromite
802,2102,Johannite
803,10295,Cuprian Elbaite
804,2107,Johnsomervilleite
808,2120,Julgoldite-(Fe2+)
811,2132,Kainite
813,2142,Kalsilite
814,2146,Kamchatkite
815,26723,Blue Quartz
818,3089,Parafransoletite
822,2159,Karibibite
823,2162,Carpathite
826,2182,Kemmlitzite
827,2186,Kenyaite
828,2188,Kernite
829,10382,Bradaczekite
830,2191,Keyite
831,2192,Keystoneite
834,2199,Khinite
836,2208,Kimuraite-(Y)
837,2209,Kimzeyite
838,2210,Kingite
839,2211,Kingsmountite
841,2215,Kipushite
844,2232,Kobeite-(Y)
845,2237,Koktaite
846,2239,Kolbeckite
847,3105,Parapierrotite
849,9250,Eisenkiesel
856,2279,Krut'aite
859,2285,Kulanite
860,26864,Picrolite
863,2296,Kurumsakite
866,8576,Leucochalcite
870,2314,Lammerite
873,7214,Palladodymite
874,2327,Lanthanite-(Nd)
879,2342,Laurelite
888,2368,Leifite
890,2370,Leiteite
891,2373,Lengenbachite
894,2382,Letovicite
895,2807,Mummeite
896,2384,Leucophoenicite
898,2386,Leucosphenite
900,1764,Guarinite
903,2399,Likasite
904,2400,Lillianite
909,39272,Sooty Uraninite
910,2412,Lipscombite
915,2423,Liveingite
916,2425,Lizardite
918,2432,Loparite-(Ce)
919,2433,Lópezite
922,51589,Clino-suenoite
923,8599,Ankerite-Dolomite Series
924,2451,Ludjibaite
927,2456,Luetheite
932,43427,Calcian Elpidite
933,39333,Miguelromeroite
934,2477,Ferri-katophorite
937,2501,Magnesioferrite
940,2511,Mackayite
941,2514,Macquartite
944,2521,Magnesioaubertite
946,2524,Magnesio-hornblende
950,2556,Mammothite
953,2566,Manjiroite
956,222,Andorite
957,2579,Marrite
958,2580,Marshite
959,2582,Marthozite
960,2583,Martite
961,2584,Mascagnite
962,2588,Masutomilite
963,2589,Masuyite
964,2592,Matildite
967,43558,Ferrihollandite
969,10792,Unnamed (Pb Silicate) ?
970,10793,Unnamed (Cu-Pb Silicate ?)
971,10798,Mottanaite-(Ce)
973,10804,Kleberite
974,2614,Mcgovernite
975,2615,Mcguinnessite
976,2617,Mckelveyite-(Y)
978,2622,Melanovanadite
979,6719,Rhodolite
986,2639,Melonite
995,2664,Metasaléeite
996,7271,Rodolicoite
997,10860,Moldavite
998,2674,Metahewettite
999,10003,Mariposite
1000,2682,Metarossite
1001,39547,Fluoro-leakeite
1005,10889,Watermelon Tourmaline
1010,2707,Miersite
1018,2725,Mirabilite
1019,2727,Miserite
1022,10924,Nickeloan Rosasite
1023,2734,Molybdofornacite
1025,6833,Brewsterite-Sr
1027,10934,Nikischerite
1030,2748,Molybdite
1034,39616,Berborite-2H
1036,6856,Chabazite-Na
1038,2765,Monteregianite-(Y)
1039,2766,Montesommaite
1041,2769,Montroseite
1043,2773,Moolooite
1044,6870,Christelite
1047,31866,Hagendorfite-(Na)(Na)
1048,2782,Morenosite
1050,2785,Morinite
1053,6884,Clinoptilolite-Na
1058,6894,Cumengeite
1059,6895,Dachiardite-Ca
1060,6896,Dachiardite-Na
1062,10997,Oswaldpeetersite
1064,10999,Felbertalite
1066,6909,Eastonite
1067,6911,Effenbergerite
1068,2817,Mushistonite
1069,11011,Neustädtelite
1071,11015,Cobaltneustädtelite
1072,11016,Smaragdite
1073,2826,Nacrite
1074,6923,Feinglosite
1076,6930,Ferrierite-K
1077,2835,Nambulite
1081,6946,Fianelite
1084,2856,Natrojarosite
1085,2867,Navajoite
1087,2871,Neighborite
1088,6971,Gmelinite-Ca
1089,6973,Gmelinite-Na
1090,2879,Neotocite
1092,2882,Népouite
1094,2885,Nesquehonite
1095,2887,Newberyite
1096,2889,Nickelhexahydrite
1098,2895,Nickel
1099,2897,Nickelskutterudite
1100,11090,Turtmannite
1104,7004,Hydrowoodwardite
1105,11102,Cobaltoan Pyrite
1107,2915,Nissonite
1108,2918,Nitrobarite
1111,11113,Cobaltarthurite
1112,2923,Noelbensonite
1113,2924,Nontronite
1114,2926,Nordenskiöldine
1115,2930,Nordstrandite
1116,7027,Cabalzarite
1117,11125,Ferroan Dolomite
1118,2940,Nsutite
1119,2942,Nukundamite
1121,1189,Cuprorivaite
1123,2948,Nakauriite
1125,7047,Fluornatromicrolite
1126,2952,Obradovicite-KCu
1127,7053,Vajdakite
1128,2960,Offretite
1129,7058,Lulzacite
1130,7059,Krettnichite
1131,2965,Ojuelaite
1134,11162,Pseudogaylussite
1135,7070,Urusovite
1138,7081,Cerchiaraite-(Mn)
1139,7082,Londonite
1140,2987,Olsacherite
1141,7084,Henrymeyerite
1143,26440,Cavoite
1146,3000,Limestone Onyx
1148,11200,Fowlerite
1149,7105,Čejkaite
1150,7106,Ferrokentbrooksite
1151,11206,Manganlotharmeyerite
1153,26445,Gramaccioliite-(Y)
1154,11216,Dickthomssenite
1156,7123,Juanitaite
1160,8698,Riebeckite Root Name
1161,7134,Kerstenite
1162,7135,Khaidarkanite
1163,3043,Ottrélite
1164,3045,Oulankaite
1165,3049,Owyheeite
1167,7147,Kuzelite
1169,11432,Novgorodovaite
1170,7154,Lévyne-Ca
1172,3066,Palermoite
1173,7168,Manganogrunerite
1174,3077,Papagoite
1175,3086,Paradamite
1176,3087,Paradocrasite
1177,7185,Nabiasite
1178,3090,Paragonite
1179,3092,Parahopeite
1180,3095,Khinite-3T
1181,7192,Niedermayrite
1182,11439,Nabesite
1183,11440,Lemmleinite-Ba
1185,3111,Parascholzite
1188,3118,Paravauxite
1192,3123,Parkinsonite
1195,3128,Cuproroméite
1196,3252,Poldervaartite
1198,7227,Phillipsite-Ca
1201,3138,Pearceite
1203,7238,Piretite
1204,11337,Sphaerobertrandite
1206,11340,Cliftonite
1208,3153,Pentahydrite
1209,7252,Prismatine
1211,3160,Perhamite
1216,3167,Perraultite
1218,3172,Petarasite
1219,3174,Petersenite-(Ce)
1220,3175,Petersite-(Y)
1221,7274,Rosiaite
1222,3180,Petzite
1225,3184,Pharmacolite
1227,11378,Schneebergite
1230,11383,Graulichite-(Ce)
1234,7291,Shkatulkalite
1235,3199,Phosphoferrite
1236,7296,Silvialite
1237,3201,Phuralumite
1238,3202,Phurcalite
1239,7299,Smrkovecite
1243,3214,Pinakiolite
1244,3215,Pinalite
1245,3217,Pinnoite
1247,7319,Sturtite
1248,3224,Pitticite
1249,7336,Thomasclarkite-(Y)
1251,3232,Plagionite
1258,7367,Wiluite
1259,11436,Santabarbaraite
1260,7341,Trilithionite
1262,3248,Plumbojarosite
1266,3258,Polydymite
1267,11451,Ferronigerite-6N6S
1268,3263,Ponomarevite
1269,3264,Portlandite
1271,11458,Gjerdingenite-Fe
1272,7364,Wesselsite
1273,3269,Potosíite
1279,11475,Manganvesuvianite
1280,3285,Probertite
1281,7382,Yvonite
1283,3288,Prosperite
1284,7386,Zincohögbomite-2N2S
1286,3297,Pseudolaueite
1294,3316,Pyrochlore Group
1295,3317,Pyrochroite
1297,11511,Guanacoite
1300,11514,Holfertite
1303,3327,Pyroxmangite
1305,3329,Petitjeanite
1307,3335,Quadridavyne
1309,7383,Gagarinite-(Ce)
1312,3351,Raguinite
1313,7450,Synchysite
1314,10799,Ciprianiite
1316,3360,Ranciéite
1317,3364,Ransomite
1319,3367,Rashleighite
1321,3373,Ravatite
1323,3380,Redledgeite
1324,3385,Reichenbachite
1325,3386,Reinerite
1326,3389,Renierite
1327,3402,Rhönite
1332,3418,Riebeckite
1333,3423,Rinneite
1334,3424,Ripidolite
1335,3428,Römerite
1336,3431,Robertsite
1337,7529,Ozocerite
1338,3435,Rodalquilarite
1342,3446,Rorisite
1345,3449,Roscoelite
1347,3451,β-Roselite
1349,2624,Medaite
1352,3461,Rostite
1353,3462,Roubaultite
1356,3476,Ruizite
1357,3478,Russellite
1358,3483,Ruthenium
1363,3493,Sabelliite
1364,3494,Sabieite
1365,3495,Sabinaite
1366,3500,Safflorite
1367,3502,Sahlinite
1368,11437,Litvinskite
1369,3507,Salammoniac
1372,40375,Pascoite Group
1374,3515,Sampleite
1375,3517,Samuelsonite
1376,3520,Saneroite
1379,40396,Pseudoapatite
1380,7630,Clinopyroxene Subgroup
1382,3540,Sassolite
1383,3544,Sauconite
1385,3551,Scarbroite
1387,3557,Schallerite
1388,3559,Schaurteite
1390,3566,Schieffelinite
1393,3571,Schneiderhöhnite
1397,3577,Schoonerite
1399,3579,Schorlomite
1400,3583,Schreyerite
1405,3592,Schwartzembergite
1409,3597,Scotlandite
1410,3603,Seeligerite
1416,3617,Senaite
1419,3620,Sengierite
1422,7726,Telluronevskite
1423,3634,Shattuckite
1424,3636,Shcherbinaite
1425,3637,Sherwoodite
1426,3638,Shigaite
1427,3639,Shomiokite-(Y)
1428,3640,Shortite
1429,3641,Shubnikovite
1433,3654,Sidwillite
1435,3656,Sieleckiite
1438,46697,Kayrobertsonite
1439,3668,Simonkolleite
1440,3259,Polyhalite
1441,3670,Simpsonite
1446,613,Bellite
1447,3681,Sklodowskite
1451,3669,Simplotite
1452,3347,Rabbittite
1454,3702,Soddyite
1455,3705,Metanatroautunite
1456,3712,Sonoraite
1457,3714,Sofiite
1459,3722,Spencerite
1461,3724,Spertiniite
1463,3726,Spherocobaltite
1465,3728,Spheniscidite
1467,3731,Spiroffite
1469,3734,Spurrite
1470,3736,Srebrodolskite
1471,32411,Planerite-Turquoise Series
1472,3740,Strontiojoaquinite
1477,3755,Steatite
1478,3759,Steigerite
1482,3775,Stibarsen
1484,7873,Breunnerite
1486,3781,Stibivanite
1490,7281,Schwertmannite
1491,3789,Stilpnomelane
1492,3792,Stoiberite
1494,3795,Stottite
1496,3798,Stranskiite
1499,3802,Stringhamite
1502,3815,Studtite
1503,3820,Sudoite
1505,3827,Sulvanite
1506,3829,Suolunite
1507,3832,Sursassite
1509,3834,Sussexite
1512,3843,Swamboite-(Nd)
1513,3845,Swedenborgite
1516,3850,Sylvite
1517,3851,Symplesite
1520,3859,Szomolnokite
1521,3862,Szenicsite
1522,3865,Tachyhydrite
1528,53039,Jahnsite Subgroup
1531,3896,Tavorite
1533,3903,Telargpalite
1539,3914,Terlinguaite
1540,3921,Tetradymite
1543,3926,Tetrarooseveltite
1544,3934,Theisite
1545,3935,Thénardite
1546,3939,Thometzekite
1549,3943,Thoreaulite
1553,3950,Thortveitite
1554,3952,Threadgoldite
1555,3957,Tiemannite
1556,3961,Tikhonenkovite
1558,3966,Tinaksite
1560,3969,Tinsleyite
1561,3972,Tinzenite
1564,3979,Titanowodginite
1567,8080,Aluminian Britholite
1570,8589,Almandine-Pyrope Series
1571,3995,Tooeleite
1578,4020,Triphylite
1579,4021,Triplite
1580,4024,Tripuhyite
1582,4036,Tschermigite
1584,4039,Tsumcorite
1586,4041,Tsumoite
1587,4044,Tugtupite
1588,674,Billietite
1589,4046,Tulameenite
1590,4051,Tungstenite
1591,4052,Tungstibite
1593,4057,Tuperssuatsiaite
1596,4063,Tuzlaite
1599,4073,Tangeite
1600,6823,Benyacarite
1601,11456,Cattiite
1602,4083,Uintahite
1604,4088,Ulrichite
0,2050,Ishikawaite
10,2062,Jadeite
11,4113,Uranospinite
13,2067,Jahnsite-(CaMnMg)
17,23,Adelite
25,33,Aenigmatite
27,6957,Frankamenite
37,2097,Jinshajiangite
40,26569,Mercurian Tennantite
46,8255,Chromian Wulfenite
58,3890,Taranakite
69,30325,Stink-Fluss
75,4222,Vyuntspakhkite-(Y)
78,129,Alleghanyite
79,2178,Keiviite-(Yb)
80,4227,Wadeite
84,2189,Kësterite 
88,26774,Vanadiocarpholite
89,4248,Wattersite
93,2205,Kilchoanite
95,2212,Kinichilite
97,832,Calcioferrite
98,2217,Kirschsteinite
100,1735,Graftonite
105,4277,Whiteite-(CaFeMg)
106,1737,Grandidierite
108,2233,Kobellite
118,4129,Ushkovite
124,4304,Wolfeite
140,2278,Krupkaite
146,2170,Kawazulite
151,2290,Kupletskite
153,4343,Xonotlite
156,42,Afwillite
161,1761,Guanajuatite
163,2315,Lamprophyllite
165,4367,Yttrialite-(Y)
167,1411,Eskolaite
169,280,Aphthitalite
176,290,Argentojarosite
181,4394,Zenzénite
185,2352,Lawsonbauerite
199,2374,Leningradite
206,3971,Tintinaite
209,4435,Zvyagintsevite
212,2390,Lithiotantite
214,2447,Luanheite
215,3012,Orcelite
223,2409,Linnaeite
229,2424,Livingstonite
231,29050,Talmessite - β-Roselite Series
232,10303,Columbite-Tantalite
241,2059,Ixiolite
242,2450,Luddenite
243,67,Akaganeite
247,29083,Zincian Calcite
255,2469,Mangangordonite
258,4523,Zygadite
259,413,Atokite
263,29427,Famatinite-Luzonite Series
265,2487,Lobanovite
267,2491,Pyrosmalite-(Mn)
273,454,Achroite
275,9767,Pyroxene Group
285,8668,Columbite-(Fe)-Tantalite-(Fe) Series
288,2537,Magnesio-arfvedsonite
291,8685,Magnesite-Siderite Series
294,8690,Lazulite-Scorzalite Series
295,7251,Pretulite
296,501,Balyakinite
303,512,Baratovite
310,524,Barićite
312,2577,Maricopaite
314,6676,Flint
325,6697,Holmbushite
326,2603,Mawbyite
331,2612,Mcconnellite
336,2621,Metavauxite
337,437,Avicennite
340,27204,Wilhelmramsayite
350,2642,Mendozavilite-NaFe
356,604,Beidellite
357,2490,Axinite-(Mg)
358,27232,Williamsite
364,10859,Tektite
373,632,Bergslagite
379,645,Berzelianite
381,2697,Metazellerite
390,6802,Andyrobertsite
396,7620,Sceptre Quartz
398,2717,Minasragrite
409,2733,Molybdomenite
412,689,Bityite
421,1814,Hancockite
428,7116,Itoigawaite
430,6862,Charmarite-2H
431,719,Bonshtedtite
436,2776,Moorhouseite
447,2791,Moss Agate
449,2794,Mounanaite
450,2795,Mountainite
452,39378,Roscherite Group
454,1383,Englishite
457,10995,Baumstarkite
460,762,Bredigite
461,26751,Copal
468,2177,Keiviite-(Y)
470,2825,Nacareniobsite-(Ce)
475,2831,Nahcolite
482,791,Brugnatellite
484,2844,Nasonite
488,802,Burangaite
489,11044,Selenian Sulphur
490,6950,Fluoro-edenite
491,817,Benleonardite
494,1159,Crookesite
503,2872,Nekoite
506,6972,Gmelinite-K
516,850,Cafetite
517,851,Cahnite
529,882,Canfieldite
533,2935,Northupite
535,890,Caracolite
537,2941,Nuffieldite
540,896,Carbonate-rich Hydroxylapatite
541,3904,Tellurantimony
544,10390,Micheelsenite
550,915,Cassedanneite
552,919,Catapleiite
558,928,Celsian
560,7074,Bakhchisaraitsevite
565,937,Cervelleite
566,2988,Olshanskyite
568,2888,Neyite
570,8626,Roselite-Wendwilsonite Series
572,952,Chrysoprase
577,8693,Elbaite-Schorl Series
581,9156,Ancylite
584,3017,Orientite
594,27608,Phosphohedyphane
597,7132,Kentbrooksite
605,1007,Chkalovite
606,1192,Cuprospinel
613,1019,Chlormanganokalite
614,3070,Palladseite
617,7170,Manganonordite-(Ce)
